city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Zürich,47.3786,8.5400,Switzerland,CH,Zürich,admin,434008,434008
Geneva,46.2000,6.1500,Switzerland,CH,Genève,admin,201818,201818
Basel,47.5606,7.5906,Switzerland,CH,Basel-Stadt,admin,177595,177595
Lausanne,46.5333,6.6333,Switzerland,CH,Vaud,admin,138905,138905
Bern,46.9480,7.4474,Switzerland,CH,Bern,primary,133798,133798
Winterthur,47.4992,8.7267,Switzerland,CH,Zürich,minor,109775,109775
Lucerne,47.0523,8.3059,Switzerland,CH,Luzern,admin,81691,81691
Sankt Gallen,47.4233,9.3772,Switzerland,CH,Sankt Gallen,admin,75833,75833
Lugano,46.0103,8.9625,Switzerland,CH,Ticino,,63185,63185
Biel/Bienne,47.1372,7.2472,Switzerland,CH,Bern,,54456,54456
Thun,46.7590,7.6300,Switzerland,CH,Bern,minor,43743,43743
Bellinzona,46.1956,9.0238,Switzerland,CH,Ticino,,43220,43220
Köniz,46.9250,7.4153,Switzerland,CH,Bern,,41507,41507
La Chaux-de-Fonds,47.0996,6.8296,Switzerland,CH,Neuchâtel,minor,38965,38965
Fribourg,46.8000,7.1500,Switzerland,CH,Fribourg,admin,38365,38365
Schaffhausen,47.6965,8.6339,Switzerland,CH,Schaffhausen,admin,36587,36587
Vernier,46.2000,6.1000,Switzerland,CH,Genève,,35132,35132
Chur,46.8521,9.5297,Switzerland,CH,Graubünden,admin,35038,35038
Sion,46.2304,7.3661,Switzerland,CH,Valais,,34708,34708
Uster,47.3492,8.7192,Switzerland,CH,Zürich,minor,34442,34442
Neuchâtel,46.9903,6.9306,Switzerland,CH,Neuchâtel,admin,33475,33475
Landecy,46.1897,6.1158,Switzerland,CH,Genève,,31942,31942
Zug,47.1681,8.5169,Switzerland,CH,Zug,admin,30542,30542
Yverdon-les-Bains,46.7785,6.6408,Switzerland,CH,Vaud,minor,30157,30157
Emmen,47.0772,8.3000,Switzerland,CH,Luzern,,29292,29292
Dübendorf,47.3981,8.6194,Switzerland,CH,Zürich,,28002,28002
Kriens,47.0344,8.2800,Switzerland,CH,Luzern,,26997,26997
Rapperswil-Jona,47.2286,8.8317,Switzerland,CH,Sankt Gallen,minor,26989,26989
Dietikon,47.4056,8.4039,Switzerland,CH,Zürich,,26936,26936
Montreux,46.4333,6.9167,Switzerland,CH,Vaud,,25984,25984
Wetzikon,47.3208,8.7931,Switzerland,CH,Zürich,,24452,24452
Baar,47.1956,8.5264,Switzerland,CH,Zug,,24322,24322
Meyrin,46.2322,6.0791,Switzerland,CH,Genève,,24144,24144
Wil,47.4664,9.0497,Switzerland,CH,Sankt Gallen,minor,23768,23768
Bulle,46.6167,7.0500,Switzerland,CH,Fribourg,,22709,22709
Horgen,47.2608,8.5975,Switzerland,CH,Zürich,,22662,22662
Carouge,46.1817,6.1404,Switzerland,CH,Genève,,22336,22336
Frauenfeld,47.5580,8.8964,Switzerland,CH,Thurgau,,21979,21979
Kreuzlingen,47.6458,9.1783,Switzerland,CH,Thurgau,minor,21801,21801
Wädenswil,47.2303,8.6722,Switzerland,CH,Zürich,,21716,21716
Riehen,47.5794,7.6512,Switzerland,CH,Basel-Stadt,,21448,21448
Aarau,47.3923,8.0446,Switzerland,CH,Aargau,admin,21268,21268
Allschwil,47.5508,7.5358,Switzerland,CH,Basel-Landschaft,,21150,21150
Renens,46.5353,6.5897,Switzerland,CH,Vaud,minor,20927,20927
Wettingen,47.4659,8.3267,Switzerland,CH,Aargau,,20721,20721
Nyon,46.3820,6.2389,Switzerland,CH,Vaud,,20272,20272
Bülach,47.5189,8.5422,Switzerland,CH,Zürich,,20046,20046
Vevey,46.4667,6.8500,Switzerland,CH,Vaud,,19891,19891
Opfikon,47.4331,8.5719,Switzerland,CH,Zürich,,19864,19864
Kloten,47.4481,8.5828,Switzerland,CH,Zürich,,19362,19362
Reinach,47.4936,7.5908,Switzerland,CH,Basel-Landschaft,,19144,19144
Baden,47.4729,8.3080,Switzerland,CH,Aargau,,19122,19122
Onex,46.1833,6.1000,Switzerland,CH,Genève,,18977,18977
Adliswil,47.3122,8.5256,Switzerland,CH,Zürich,,18731,18731
Schlieren,47.3989,8.4497,Switzerland,CH,Zürich,,18666,18666
Volketswil,47.3906,8.6953,Switzerland,CH,Zürich,,18615,18615
Pully,46.5167,6.6667,Switzerland,CH,Vaud,,18313,18313
Regensdorf,47.4383,8.4744,Switzerland,CH,Zürich,,18253,18253
Gossau,47.4164,9.2500,Switzerland,CH,Sankt Gallen,,18171,18171
Muttenz,47.5228,7.6452,Switzerland,CH,Basel-Landschaft,,17805,17805
Thalwil,47.2953,8.5647,Switzerland,CH,Zürich,,17784,17784
Monthey,46.2500,6.9500,Switzerland,CH,Valais,,17563,17563
Ostermundigen,46.9553,7.4833,Switzerland,CH,Bern,,17546,17546
Littau,47.0494,8.2639,Switzerland,CH,Luzern,,17224,17224
Grenchen,47.1931,7.3958,Switzerland,CH,Solothurn,,17140,17140
Olten,47.3531,7.9078,Switzerland,CH,Solothurn,,17133,17133
Sierre,46.2918,7.5320,Switzerland,CH,Valais,,16860,16860
Solothurn,47.2081,7.5375,Switzerland,CH,Solothurn,admin,16777,16777
Pratteln,47.5185,7.6928,Switzerland,CH,Basel-Landschaft,,16621,16621
Burgdorf,47.0567,7.6264,Switzerland,CH,Bern,,16280,16280
Freienbach,47.2047,8.7578,Switzerland,CH,Schwyz,,16269,16269
Wohlen,47.3506,8.2778,Switzerland,CH,Aargau,,16078,16078
Locarno,46.1664,8.7997,Switzerland,CH,Ticino,,16012,16012
Wallisellen,47.4122,8.5922,Switzerland,CH,Zürich,,15855,15855
Morges,46.5094,6.4986,Switzerland,CH,Vaud,,15838,15838
Steffisburg,46.7831,7.6333,Switzerland,CH,Bern,,15816,15816
Herisau,47.3851,9.2786,Switzerland,CH,Appenzell Ausserrhoden,,15780,15780
Langenthal,47.2153,7.7889,Switzerland,CH,Bern,,15639,15639
Binningen,47.5333,7.5667,Switzerland,CH,Basel-Landschaft,,15580,15580
Einsiedeln,47.1278,8.7431,Switzerland,CH,Schwyz,minor,15550,15550
Lyss,47.0750,7.3069,Switzerland,CH,Bern,,15279,15279
Mendrisio,45.8667,8.9833,Switzerland,CH,Ticino,,14942,14942
Arbon,47.5167,9.4333,Switzerland,CH,Thurgau,,14537,14537
Liestal,47.4839,7.7350,Switzerland,CH,Basel-Landschaft,admin,14390,14390
Stäfa,47.2401,8.7328,Switzerland,CH,Zürich,,14389,14389
Küsnacht,47.3181,8.5825,Switzerland,CH,Zürich,,14250,14250
Horw,47.0164,8.3111,Switzerland,CH,Luzern,,14243,14243
Schwyz,47.0211,8.6536,Switzerland,CH,Schwyz,admin,14177,14177
Thônex,46.2000,6.2167,Switzerland,CH,Genève,,14122,14122
Meilen,47.2703,8.6411,Switzerland,CH,Zürich,,13999,13999
Oftringen,47.3150,7.9236,Switzerland,CH,Aargau,,13791,13791
Amriswil,47.5497,9.3000,Switzerland,CH,Thurgau,,13534,13534
Versoix,46.2833,6.1667,Switzerland,CH,Genève,,13422,13422
Richterswil,47.2081,8.7058,Switzerland,CH,Zürich,,13407,13407
Rheinfelden,47.5539,7.7958,Switzerland,CH,Aargau,minor,13337,13337
Brig-Glis,46.3159,7.9876,Switzerland,CH,Valais,minor,13109,13109
Gland,46.4167,6.2667,Switzerland,CH,Vaud,,13106,13106
Küssnacht,47.0828,8.4408,Switzerland,CH,Schwyz,minor,13084,13084
Muri,46.9319,7.4872,Switzerland,CH,Bern,,13058,13058
Zollikon,47.3422,8.5783,Switzerland,CH,Zürich,,13008,13008
Ecublens,46.5276,6.5605,Switzerland,CH,Vaud,,12854,12854
Spiez,46.6831,7.6664,Switzerland,CH,Bern,,12810,12810
Delémont,47.3653,7.3472,Switzerland,CH,Jura,admin,12682,12682
Buchs,47.1656,9.4711,Switzerland,CH,Sankt Gallen,,12612,12612
Prilly,46.5333,6.6000,Switzerland,CH,Vaud,,12399,12399
Chêne-Bougeries,46.1833,6.1833,Switzerland,CH,Genève,,12215,12215
Le Grand-Saconnex,46.2333,6.1167,Switzerland,CH,Genève,,12162,12162
Rüti,47.2614,8.8556,Switzerland,CH,Zürich,,12098,12098
Münchenstein,47.5186,7.6174,Switzerland,CH,Basel-Landschaft,,12096,12096
Villars-sur-Glâne,46.7833,7.1167,Switzerland,CH,Fribourg,,12092,12092
Affoltern am Albis,47.2817,8.4502,Switzerland,CH,Zürich,,12080,12080
Arth,47.0644,8.5242,Switzerland,CH,Schwyz,,11983,11983
La Tour-de-Peilz,46.4500,6.8667,Switzerland,CH,Vaud,,11829,11829
Pfäffikon,47.3667,8.7822,Switzerland,CH,Zürich,minor,11817,11817
Spreitenbach,47.4181,8.3661,Switzerland,CH,Aargau,,11788,11788
Altstätten,47.3780,9.5488,Switzerland,CH,Sankt Gallen,minor,11730,11730
Zofingen,47.2884,7.9475,Switzerland,CH,Aargau,,11655,11655
Veyrier,46.1667,6.1833,Switzerland,CH,Genève,,11609,11609
Bassersdorf,47.4431,8.6283,Switzerland,CH,Zürich,,11593,11593
Weinfelden,47.5698,9.1120,Switzerland,CH,Thurgau,minor,11534,11534
Belp,46.8914,7.4972,Switzerland,CH,Bern,,11439,11439
Worb,46.9306,7.5644,Switzerland,CH,Bern,,11311,11311
Hinwil,47.3033,8.8444,Switzerland,CH,Zürich,minor,11179,11179
Romanshorn,47.5635,9.3564,Switzerland,CH,Thurgau,,11167,11167
Oberwil,47.5135,7.5546,Switzerland,CH,Basel-Landschaft,,11136,11136
Brugg,47.4864,8.2083,Switzerland,CH,Aargau,,11129,11129
Möhlin,47.5583,7.8458,Switzerland,CH,Aargau,,11042,11042
Männedorf,47.2553,8.6917,Switzerland,CH,Zürich,,10957,10957
Davos,46.8091,9.8398,Switzerland,CH,Graubünden,minor,10862,10862
Plan-les-Ouates,46.1667,6.1167,Switzerland,CH,Genève,,10656,10656
