AFFGEOID,Population (people),Color,Inset,Label,ALAND,AWATER,COUNTYNS,GEOID,DisplayName
0500000US45001,24295,,,ABB,1272184102,53221051,1245666,45001,Abbeville (0500000US45001)
0500000US22001,57576,,,ACA,1697073813,5934788,558389,22001,Acadia (0500000US22001)
0500000US51001,33413,,,ACC,1163725929,2229259960,1480091,51001,Accomack (0500000US51001)
0500000US16001,494967,,,ADA,2724705225,22159206,395066,16001,Ada (0500000US16001)
0500000US19001,7496,,,ADA,1474404201,2597996,465190,19001,Adair (0500000US19001)
0500000US21001,18903,,,ADA,1049690986,18403521,516847,21001,Adair (0500000US21001)
0500000US29001,25314,,,ADA,1469362059,5468507,765805,29001,Adair (0500000US29001)
0500000US40001,19495,,,ADA,1486337778,8872711,1101788,40001,Adair (0500000US40001)
0500000US08001,519572,,,ADA,3021840487,43702201,198116,8001,Adams (0500000US08001)
0500000US16003,4379,,,ADA,3529648934,17359846,395067,16003,Adams (0500000US16003)
0500000US17001,65737,,,ADA,2214826185,41754318,424202,17001,Adams (0500000US17001)
0500000US18001,35809,,,ADA,877815496,2693924,450401,18001,Adams (0500000US18001)
0500000US19003,3704,,,ADA,1096686256,5367875,465191,19003,Adams (0500000US19003)
0500000US28001,29538,,,ADA,1197464268,65273639,695726,28001,Adams (0500000US28001)
0500000US31001,31205,,,ADA,1458872834,2477681,835823,31001,Adams (0500000US31001)
0500000US38001,2200,,,ADA,2557733900,2894336,1034210,38001,Adams (0500000US38001)
0500000US39001,27477,,,ADA,1512221266,6250108,1074014,39001,Adams (0500000US39001)
0500000US42001,103852,,,ADA,1343400759,7771555,1213656,42001,Adams (0500000US42001)
0500000US53001,20613,,,ADA,4985698856,12464425,1531601,53001,Adams (0500000US53001)
0500000US55001,20654,,,ADA,1672216054,108348982,1581060,55001,Adams (0500000US55001)
0500000US50001,37363,,,ADD,1984788916,107311072,1461757,50001,Addison (0500000US50001)
0500000US45003,168808,,,AIK,2773070091,24554643,1247979,45003,Aiken (0500000US45003)
0500000US27001,15697,,,AIT,4717323601,449370012,663198,27001,Aitkin (0500000US27001)
0500000US12001,278468,,,ALA,2267905452,241297386,308548,12001,Alachua (0500000US12001)
0500000US37001,171415,,,ALA,1096736059,27940532,1008531,37001,Alamance (0500000US37001)
0500000US06001,1682353,,,ALA,1910017353,216902808,1675839,6001,Alameda (0500000US06001)
0500000US08003,16376,,,ALA,1871643028,1670455,198117,8003,Alamosa (0500000US08003)
0500000US36001,314848,,,ALB,1354273421,26971925,974099,36001,Albany (0500000US36001)
0500000US56001,37066,,,ALB,11070455491,89161376,1605066,56001,Albany (0500000US56001)
0500000US51003,112395,,,ALB,1866014147,14223772,1675170,51003,Albemarle (0500000US51003)
0500000US26001,10167,,,ALC,1747349242,2890404966,1622943,26001,Alcona (0500000US26001)
0500000US28003,34740,,,ALC,1036110409,3408033,711755,28003,Alcorn (0500000US28003)
0500000US17003,5240,,,ALE,609667767,44639203,424203,17003,Alexander (0500000US17003)
0500000US37003,36444,,,ALE,673358184,9445988,1008532,37003,Alexander (0500000US37003)
0500000US51005,15223,,,ALE,1156616591,8162741,1673675,51005,Alexandria (0500000US51005)
0500000US40003,5699,,,ALF,2244392662,38546676,1101789,40003,Alfalfa (0500000US40003)
0500000US26003,8842,,,ALG,2369927690,10703517569,1622944,26003,Alger (0500000US26003)
0500000US19005,14061,,,ALL,1655115641,51094064,465192,19005,Allamakee (0500000US19005)
0500000US26005,120502,,,ALL,2137395679,2610802947,1622945,26005,Allegan (0500000US26005)
0500000US24001,68106,,,ALL,1093489884,14710932,1713506,24001,Allegany (0500000US24001)
0500000US36003,46456,,,ALL,2666225086,12989848,974100,36003,Allegany (0500000US36003)
0500000US37005,10888,,,ALL,608220280,3687222,1008533,37005,Alleghany (0500000US37005)
0500000US51007,13265,,,ALL,920379345,8188217,1497770,51007,Alleghany (0500000US51007)
0500000US42003,1250578,,,ALL,1890571830,37043982,1213657,42003,Allegheny (0500000US42003)
0500000US18003,385410,,,ALL,1702400299,7053646,450402,18003,Allen (0500000US18003)
0500000US20001,12526,,,ALL,1295764235,13021929,484970,20001,Allen (0500000US20001)
0500000US21003,20588,,,ALL,891838778,19482100,516848,21003,Allen (0500000US21003)
0500000US22003,22750,,,ALL,1973788820,10457653,558397,22003,Allen (0500000US22003)
0500000US39003,102206,,,ALL,1042587389,11152061,1074015,39003,Allen (0500000US39003)
0500000US45005,8039,,,ALL,1056960693,11194313,1247980,45005,Allendale (0500000US45005)
0500000US26007,28907,,,ALP,1481205162,2908633230,1622946,26007,Alpena (0500000US26007)
0500000US06003,1204,,,ALP,1912292607,12557304,1675840,6003,Alpine (0500000US06003)
0500000US06005,40474,,,AMA,1539965777,29438413,1675841,6005,Amador (0500000US06005)
0500000US51009,31307,,,AME,1227554631,12898694,1480095,51009,Amelia (0500000US51009)
0500000US51011,16119,,,AMH,865635017,3206454,1497238,51011,Amherst (0500000US51011)
0500000US28005,12720,,,AMI,1890950868,3877823,695727,28005,Amite (0500000US28005)
0500000US20003,7836,,,AND,1501264009,10599659,484971,20003,Anderson (0500000US20003)
0500000US21005,23852,,,AND,523612175,5473039,516849,21005,Anderson (0500000US21005)
0500000US45007,203718,,,AND,1848876945,108544449,1247981,45007,Anderson (0500000US45007)
0500000US47001,77123,,,AND,873352611,19665031,1639722,47001,Anderson (0500000US47001)
0500000US48001,57922,,,AND,2752164826,39845046,1383786,48001,Anderson (0500000US48001)
0500000US29003,18135,,,AND,1120510438,9677371,758456,29003,Andrew (0500000US29003)
0500000US48003,18610,,,AND,3886850259,957039,1383787,48003,Andrews (0500000US48003)
0500000US23001,111139,,,AND,1211993472,75543630,581286,23001,Androscoggin (0500000US23001)
0500000US48005,86395,,,ANG,2066460812,173300091,1383788,48005,Angelina (0500000US48005)
0500000US24003,588261,,,ANN,1074353889,448032843,1710958,24003,Anne Arundel (0500000US24003)
0500000US27003,363887,,,ANO,1092881706,62440664,659447,27003,Anoka (0500000US27003)
0500000US37007,22055,,,ANS,1376478143,14603213,1008534,37007,Anson (0500000US37007)
0500000US31003,6295,,,ANT,2220025614,3716675,835824,31003,Antelope (0500000US31003)
0500000US26009,23431,,,ANT,1232002675,326536774,1622947,26009,Antrim (0500000US26009)
0500000US04001,66021,,,APA,29003491828,54145120,25441,4001,Apache (0500000US04001)
0500000US19007,12317,,,APP,1287997902,49093607,465193,19007,Appanoose (0500000US19007)
0500000US13001,18444,,,APP,1316372081,10379206,349113,13001,Appling (0500000US13001)
0500000US51013,238643,,,APP,67332990,273562,1480097,51013,Appomattox (0500000US51013)
0500000US48007,23830,,,ARA,652856780,714538201,1383789,48007,Aransas (0500000US48007)
0500000US08005,655070,,,ARA,2066438714,19801968,198118,8005,Arapahoe (0500000US08005)
0500000US48009,8560,,,ARC,2339508155,57767717,1383790,48009,Archer (0500000US48009)
0500000US08007,13359,,,ARC,3496712164,13740247,198119,8007,Archuleta (0500000US08007)
0500000US26011,15002,,,ARE,940627660,822313309,1622948,26011,Arenac (0500000US26011)
0500000US05001,17149,,,ARK,2569632263,120698185,63755,5001,Arkansas (0500000US05001)
0500000US51015,77487,,,ARL,2504708861,9537137,1480098,51015,Arlington (0500000US51015)
0500000US42005,65558,,,ARM,1692093647,27586728,1213658,42005,Armstrong (0500000US42005)
0500000US48011,1848,,,ARM,2354617585,12183672,1383791,48011,Armstrong (0500000US48011)
0500000US23003,67105,,,ARO,17278035039,404869424,581287,23003,Aroostook (0500000US23003)
0500000US31005,434,,,ART,1852234549,7644718,835825,31005,Arthur (0500000US31005)
0500000US22005,126500,,,ASC,751016878,32969822,558403,22005,Ascension (0500000US22005)
0500000US37009,26577,,,ASH,1104018852,8062960,1008535,37009,Ashe (0500000US37009)
0500000US39005,52447,,,ASH,1095530837,9966470,1074016,39005,Ashland (0500000US39005)
0500000US55003,16027,,,ASH,2706458787,3230728318,1581061,55003,Ashland (0500000US55003)
0500000US05003,19062,,,ASH,2397012349,38656004,63756,5003,Ashley (0500000US05003)
0500000US39007,97574,,,ASH,1818345034,1724513202,1074017,39007,Ashtabula (0500000US39007)
0500000US53003,22285,,,ASO,1647427905,11291731,1533502,53003,Asotin (0500000US53003)
0500000US22007,21039,,,ASS,891009958,67104891,558414,22007,Assumption (0500000US22007)
0500000US48013,48981,,,ATA,3158596616,4995711,1383792,48013,Atascosa (0500000US48013)
0500000US20005,16348,,,ATC,1116736555,6851102,484972,20005,Atchison (0500000US20005)
0500000US29005,5305,,,ATC,1417462629,7359186,758457,29005,Atchison (0500000US29005)
0500000US39009,62431,,,ATH,1304431981,12361693,1074018,39009,Athens (0500000US39009)
0500000US13003,8286,,,ATK,887636774,4701677,345784,13003,Atkinson (0500000US13003)
0500000US34001,274534,,,ATL,1438775279,301270067,882270,34001,Atlantic (0500000US34001)
0500000US40005,14143,,,ATO,2526393953,37287797,1101790,40005,Atoka (0500000US40005)
0500000US28007,17889,,,ATT,1903529295,4425860,695728,28007,Attala (0500000US28007)
0500000US29007,24962,,,AUD,1792918159,11843439,758458,29007,Audrain (0500000US29007)
0500000US19009,5674,,,AUD,1147264573,1152260,465194,19009,Audubon (0500000US19009)
0500000US39011,46422,,,AUG,1039590217,1339586,1074019,39011,Auglaize (0500000US39011)
0500000US51017,4209,,,AUG,1370626043,14039993,1673638,51017,Augusta (0500000US51017)
0500000US46003,2747,,,AUR,1834902863,11201379,1266983,46003,Aurora (0500000US46003)
0500000US48015,30167,,,AUS,1674415877,25596214,1383793,48015,Austin (0500000US48015)
0500000US01001,58805,,,AUT,1539634184,25674812,161526,1001,Autauga (0500000US01001)
0500000US37011,17806,,,AVE,640602137,445285,1008536,37011,Avery (0500000US37011)
0500000US22009,39693,,,AVO,2154720636,87260610,558424,22009,Avoyelles (0500000US22009)
0500000US08009,3506,,,BAC,6617400567,6142192,198120,8009,Baca (0500000US08009)
0500000US13005,11140,,,BAC,735770219,4506310,344784,13005,Bacon (0500000US13005)
0500000US48017,6904,,,BAI,2141847187,1775275,1383794,48017,Bailey (0500000US48017)
0500000US12003,28259,,,BAK,1515738971,9686120,306920,12003,Baker (0500000US12003)
0500000US13007,2876,,,BAK,885665381,18598653,342832,13007,Baker (0500000US13007)
0500000US41001,16668,,,BAK,7945996788,51832631,1135845,41001,Baker (0500000US41001)
0500000US01003,231767,,,BAL,4117656514,1132955729,161527,1003,Baldwin (0500000US01003)
0500000US13009,43799,,,BAL,670025212,24806035,345255,13009,Baldwin (0500000US13009)
0500000US21007,7728,,,BAL,639538865,70070118,516850,21007,Ballard (0500000US21007)
0500000US24005,854535,,,BAL,1549740652,215957832,1695314,24005,Baltimore (0500000US24005)
0500000US24009,92783,,,BAL,552158542,341580668,1676636,24009,Baltimore (0500000US24009)
0500000US45009,13311,,,BAM,1018815104,5686290,1247982,45009,Bamberg (0500000US45009)
0500000US48019,20851,,,BAN,2048663887,17291422,1383795,48019,Bandera (0500000US48019)
0500000US13011,18035,,,BAN,602473937,4635947,349230,13011,Banks (0500000US13011)
0500000US31007,674,,,BAN,1932231568,392073,835826,31007,Banner (0500000US31007)
0500000US16005,87018,,,BAN,2881336418,92076090,395091,16005,Bannock (0500000US16005)
0500000US26013,8158,,,BAR,2326915078,441618719,1622949,26013,Baraga (0500000US26013)
0500000US20007,4228,,,BAR,2937240779,5411508,484973,20007,Barber (0500000US20007)
0500000US01005,25223,,,BAR,2292160149,50523213,161528,1005,Barbour (0500000US01005)
0500000US54001,15465,,,BAR,883338376,4639586,1696996,54001,Barbour (0500000US54001)
0500000US38003,10853,,,BAR,3863120986,56577967,1034225,38003,Barnes (0500000US38003)
0500000US25001,228996,,,BAR,1021007945,2360328047,606927,25001,Barnstable (0500000US25001)
0500000US45011,20589,,,BAR,1420294945,23008122,1247983,45011,Barnwell (0500000US45011)
0500000US21009,44485,,,BAR,1262839457,32153759,516851,21009,Barren (0500000US21009)
0500000US55005,46711,,,BAR,2235281410,69194516,1581062,55005,Barron (0500000US55005)
0500000US13013,83505,,,BAR,417082921,4909580,356976,13013,Barrow (0500000US13013)
0500000US26015,62423,,,BAR,1432533250,61999499,1622950,26015,Barry (0500000US26015)
0500000US29009,34534,,,BAR,2015326676,32912693,758459,29009,Barry (0500000US29009)
0500000US18005,82208,,,BAR,1053968851,6715105,451683,18005,Bartholomew (0500000US18005)
0500000US20009,25493,,,BAR,2318705423,13926862,484974,20009,Barton (0500000US20009)
0500000US29011,11637,,,BAR,1533351028,12152201,758460,29011,Barton (0500000US29011)
0500000US13015,108901,,,BAR,1188568881,27370205,351604,13015,Bartow (0500000US13015)
0500000US48021,97216,,,BAS,2300500048,19009784,1383796,48021,Bastrop (0500000US48021)
0500000US29013,16042,,,BAT,2167033438,38030738,758461,29013,Bates (0500000US29013)
0500000US21011,12750,,,BAT,722081417,13486211,516852,21011,Bath (0500000US21011)
0500000US51019,79462,,,BAT,1968660755,42062887,1674818,51019,Bath (0500000US51019)
0500000US05005,41627,,,BAX,1434660641,84907080,69895,5005,Baxter (0500000US05005)
0500000US12005,175216,,,BAY,1964874033,1833915193,295738,12005,Bay (0500000US12005)
0500000US26017,103856,,,BAY,1145834939,487713370,1622951,26017,Bay (0500000US26017)
0500000US55007,16220,,,BAY,3827681907,1460296066,1581063,55007,Bayfield (0500000US55007)
0500000US48023,3465,,,BAY,2246764590,86991035,1383797,48023,Baylor (0500000US48023)
0500000US46005,19149,,,BEA,3260011987,15834230,1266986,46005,Beadle (0500000US46005)
0500000US16007,6372,,,BEA,2527123155,191364281,395090,16007,Bear Lake (0500000US16007)
0500000US37013,44652,,,BEA,2156776424,336988229,1026333,37013,Beaufort (0500000US37013)
0500000US45013,187117,,,BEA,1491948052,899854741,1247984,45013,Beaufort (0500000US45013)
0500000US22011,36549,,,BEA,2997852789,21944259,558436,22011,Beauregard (0500000US22011)
0500000US40007,5049,,,BEA,4700407073,7347161,1101791,40007,Beaver (0500000US40007)
0500000US42007,168215,,,BEA,1125854819,24162295,1214112,42007,Beaver (0500000US42007)
0500000US49001,7072,,,BEA,6689681850,5298466,1448015,49001,Beaver (0500000US49001)
0500000US30001,9371,,,BEA,14355492120,78345288,1719627,30001,Beaverhead (0500000US30001)
0500000US27005,35183,,,BEC,3405929361,336990104,659448,27005,Becker (0500000US27005)
0500000US40009,22410,,,BEC,2335328724,5521744,1101792,40009,Beckham (0500000US40009)
0500000US42009,47577,,,BED,2621693106,12005858,1209171,42009,Bedford (0500000US42009)
0500000US47003,50237,,,BED,1226719748,2980759,1639723,47003,Bedford (0500000US47003)
0500000US51021,6270,,,BED,926311265,2547191,1494613,51021,Bedford (0500000US51021)
0500000US48025,31047,,,BEE,2279809487,246409,1383798,48025,Bee (0500000US48025)
0500000US33001,63705,,,BEL,1040779615,176541257,873174,33001,Belknap (0500000US33001)
0500000US21013,24097,,,BEL,929999513,5288008,516853,21013,Bell (0500000US21013)
0500000US48027,370647,,,BEL,2729408790,94385005,1383799,48027,Bell (0500000US48027)
0500000US39013,66497,,,BEL,1378201570,23693388,1065575,39013,Belmont (0500000US39013)
0500000US27007,46228,,,BEL,6487154459,1426287777,659449,27007,Beltrami (0500000US27007)
0500000US13017,17194,,,BEN,647802123,9814374,351606,13017,Ben Hill (0500000US13017)
0500000US16009,9530,,,BEN,2012242914,18803193,395190,16009,Benewah (0500000US16009)
0500000US46007,3381,,,BEN,3068208303,15044356,1265812,46007,Bennett (0500000US46007)
0500000US50003,37347,,,BEN,1746264292,6898408,1461758,50003,Bennington (0500000US50003)
0500000US38005,5964,,,BEN,3596341058,131678182,1034216,38005,Benson (0500000US38005)
0500000US08011,5650,,,BEN,3918255148,73141518,198121,8011,Bent (0500000US08011)
0500000US05007,284333,,,BEN,2195587038,94813175,69896,5007,Benton (0500000US05007)
0500000US18007,8719,,,BEN,1052616458,236033,450403,18007,Benton (0500000US18007)
0500000US19011,25575,,,BEN,1854696287,5857896,465195,19011,Benton (0500000US19011)
0500000US27009,41379,,,BEN,1057483361,12286984,659450,27009,Benton (0500000US27009)
0500000US28009,7646,,,BEN,1053131418,5279184,695729,28009,Benton (0500000US28009)
0500000US29015,19394,,,BEN,1823437752,125605711,758462,29015,Benton (0500000US29015)
0500000US41003,95184,,,BEN,1748781823,7670893,1155126,41003,Benton (0500000US41003)
0500000US47005,15864,,,BEN,1021248371,108583505,1639724,47005,Benton (0500000US47005)
0500000US53005,206873,,,BEN,4403309851,154293639,1513302,53005,Benton (0500000US53005)
0500000US26019,17970,,,BEN,828014457,1398245676,1622952,26019,Benzie (0500000US26019)
0500000US34003,955732,,,BER,602918747,35387155,882271,34003,Bergen (0500000US34003)
0500000US45015,229861,,,BER,2858362715,337375088,1247985,45015,Berkeley (0500000US45015)
0500000US54003,122076,,,BER,831767529,1060958,1550008,54003,Berkeley (0500000US54003)
0500000US42011,428849,,,BER,2218072313,24220127,1209172,42011,Berks (0500000US42011)
0500000US25003,129026,,,BER,2400592216,50709699,606928,25003,Berkshire (0500000US25003)
0500000US35001,676444,,,BER,3007611393,15882874,1702363,35001,Bernalillo (0500000US35001)
0500000US13019,18160,,,BER,1174239566,11671125,326638,13019,Berrien (0500000US13019)
0500000US26021,154316,,,BER,1470545556,2625448034,1622953,26021,Berrien (0500000US26021)
0500000US37015,17934,,,BER,1810858588,109120751,1026334,37015,Bertie (0500000US37015)
0500000US48029,2009324,,,BEX,3212426745,40788666,1383800,48029,Bexar (0500000US48029)
0500000US01007,22293,,,BIB,1612188717,9572303,161529,1007,Bibb (0500000US01007)
0500000US13021,157346,,,BIB,645898113,14305197,1672039,13021,Bibb (0500000US13021)
0500000US22013,12981,,,BIE,2101370397,27972980,558445,22013,Bienville (0500000US22013)
0500000US30003,13124,,,BIG,12944280256,47395459,1716521,30003,Big Horn (0500000US30003)
0500000US56003,11521,,,BIG,8124681753,55228616,1605067,56003,Big Horn (0500000US56003)
0500000US27011,5166,,,BIG,1292831731,74957179,659451,27011,Big Stone (0500000US27011)
0500000US38007,945,,,BIL,2974571272,11986463,1035616,38007,Billings (0500000US38007)
0500000US16011,47992,,,BIN,5422741967,68632371,400593,16011,Bingham (0500000US16011)
0500000US19013,131144,,,BLA,1465303204,17928724,465196,19013,Black Hawk (0500000US19013)
0500000US18009,12112,,,BLA,427559406,1298757,450404,18009,Blackford (0500000US18009)
0500000US37017,29606,,,BLA,2266321541,33022256,1026336,37017,Bladen (0500000US37017)
0500000US16013,24272,,,BLA,6831709646,44656616,395696,16013,Blaine (0500000US16013)
0500000US30005,7044,,,BLA,10949218328,29079295,1722470,30005,Blaine (0500000US30005)
0500000US31009,431,,,BLA,1840681023,9443894,835827,31009,Blaine (0500000US31009)
0500000US40011,8735,,,BLA,2404772749,26855431,1101793,40011,Blaine (0500000US40011)
0500000US42013,122822,,,BLA,1360458062,3294803,1213659,42013,Blair (0500000US42013)
0500000US48031,11374,,,BLA,1836953735,10813161,1383801,48031,Blanco (0500000US48031)
0500000US51023,33596,,,BLA,1401898974,12126225,1674418,51023,Bland (0500000US51023)
0500000US13023,12583,,,BLE,559122125,8425420,347451,13023,Bleckley (0500000US13023)
0500000US47007,14913,,,BLE,1052973468,858669,1639725,47007,Bledsoe (0500000US47007)
0500000US01009,59134,,,BLO,1670259090,14860281,161530,1009,Blount (0500000US01009)
0500000US47009,135280,,,BLO,1447336316,20159163,1639726,47009,Blount (0500000US47009)
0500000US27013,69112,,,BLU,1936920234,45966374,659452,27013,Blue Earth (0500000US27013)
0500000US16015,7610,,,BOI,4919826444,19104286,395157,16015,Boise (0500000US16015)
0500000US28011,30985,,,BOL,2270141682,81446732,695730,28011,Bolivar (0500000US28011)
0500000US29017,10567,,,BOL,1600364576,8530122,758463,29017,Bollinger (0500000US29017)
0500000US46009,7003,,,BON,1459586268,46799495,1266997,46009,Bon Homme (0500000US46009)
0500000US17005,16725,,,BON,985065094,6462629,424204,17005,Bond (0500000US17005)
0500000US16017,47110,,,BON,4489020246,478920605,395158,16017,Bonner (0500000US16017)
0500000US16019,123964,,,BON,4832868277,88859669,395407,16019,Bonneville (0500000US16019)
0500000US05009,37373,,,BOO,1527375338,31797989,69897,5009,Boone (0500000US05009)
0500000US17007,53448,,,BOO,727114618,3360626,424205,17007,Boone (0500000US17007)
0500000US18011,70812,,,BOO,1095260003,876741,450405,18011,Boone (0500000US18011)
0500000US19015,26715,,,BOO,1477550747,8144400,465197,19015,Boone (0500000US19015)
0500000US21015,135968,,,BOO,637882941,26460891,516854,21015,Boone (0500000US21015)
0500000US29019,183610,,,BOO,1775574758,14221557,758464,29019,Boone (0500000US29019)
0500000US31011,5379,,,BOO,1778138691,1745891,835828,31011,Boone (0500000US31011)
0500000US54005,21809,,,BOO,1298967362,4305989,1550009,54005,Boone (0500000US54005)
0500000US48033,631,,,BOR,2324366072,22297606,1383802,48033,Borden (0500000US48033)
0500000US48035,18235,,,BOS,2545908129,50666116,1383803,48035,Bosque (0500000US48035)
0500000US22015,128746,,,BOS,2174347389,70950350,558453,22015,Bossier (0500000US22015)
0500000US51025,15849,,,BOT,1466538252,8383474,1493961,51025,Botetourt (0500000US51025)
0500000US38009,6379,,,BOT,4322321796,74690378,1034227,38009,Bottineau (0500000US38009)
0500000US08013,330758,,,BOU,1881325109,36485630,198122,8013,Boulder (0500000US08013)
0500000US16021,12056,,,BOU,3285862966,24278846,395159,16021,Boundary (0500000US16021)
0500000US20011,14360,,,BOU,1645836643,9402853,484975,20011,Bourbon (0500000US20011)
0500000US21017,20252,,,BOU,750439787,4829339,516855,21017,Bourbon (0500000US21017)
0500000US48037,92893,,,BOW,2291982022,98385599,1383804,48037,Bowie (0500000US48037)
0500000US38011,2993,,,BOW,3009070657,13583664,1035619,38011,Bowman (0500000US38011)
0500000US31013,10842,,,BOX,2785180098,6588657,835991,31013,Box Butte (0500000US31013)
0500000US49003,57666,,,BOX,14881028167,2547651538,1455966,49003,Box Elder (0500000US49003)
0500000US21019,48261,,,BOY,414054165,5569239,516856,21019,Boyd (0500000US21019)
0500000US31015,1810,,,BOY,1398424239,11893569,835829,31015,Boyd (0500000US31015)
0500000US21021,30614,,,BOY,467104135,6450463,516857,21021,Boyle (0500000US21021)
0500000US21023,8400,,,BRA,525033511,16146675,516858,21023,Bracken (0500000US21023)
0500000US12007,28303,,,BRA,761368537,16898784,303634,12007,Bradford (0500000US12007)
0500000US42015,59967,,,BRA,2971688854,35331261,1213660,42015,Bradford (0500000US42015)
0500000US05011,10545,,,BRA,1681335016,9505606,63757,5011,Bradley (0500000US05011)
0500000US47011,108620,,,BRA,851489194,6959141,1639727,47011,Bradley (0500000US47011)
0500000US26023,44862,,,BRA,1311597696,34428004,1622954,26023,Branch (0500000US26023)
0500000US13025,18021,,,BRA,1147972258,10291563,351605,13025,Brantley (0500000US13025)
0500000US54007,12447,,,BRA,1322796522,14344826,1550010,54007,Braxton (0500000US54007)
0500000US48039,372031,,,BRA,3530999266,635436647,1383805,48039,Brazoria (0500000US48039)
0500000US48041,233849,,,BRA,1518090938,13210254,1383806,48041,Brazos (0500000US48041)
0500000US21025,13718,,,BRE,1275352777,7384544,516859,21025,Breathitt (0500000US21025)
0500000US21027,20432,,,BRE,1475798321,40885738,516860,21027,Breckinridge (0500000US21027)
0500000US19017,24988,,,BRE,1127885578,10166468,465198,19017,Bremer (0500000US19017)
0500000US12009,606612,,,BRE,2628764720,1403938853,295749,12009,Brevard (0500000US12009)
0500000US48043,9546,,,BRE,16015871248,22062518,1383807,48043,Brewster (0500000US48043)
0500000US48045,1435,,,BRI,2330991073,4068657,1383808,48045,Briscoe (0500000US48045)
0500000US25005,579200,,,BRI,1432553805,357457333,606929,25005,Bristol (0500000US25005)
0500000US44001,50793,,,BRI,62500772,53359134,1219777,44001,Bristol (0500000US44001)
0500000US51027,20355,,,BRI,1302386895,2804450,1497431,51027,Bristol (0500000US51027)
0500000US30007,6774,,,BRO,3088195855,118487318,1719625,30007,Broadwater (0500000US30007)
0500000US36005,1472654,,,BRO,109233466,39353304,974101,36005,Bronx (0500000US36005)
0500000US54009,22559,,,BRO,231015795,8732461,1558262,54009,Brooke (0500000US54009)
0500000US46011,34375,,,BRO,2051833296,32942236,1265779,46011,Brookings (0500000US46011)
0500000US13027,16301,,,BRO,1277341275,11955761,345518,13027,Brooks (0500000US13027)
0500000US48047,7076,,,BRO,2443277014,741627,1383809,48047,Brooks (0500000US48047)
0500000US36007,198683,,,BRO,1827594819,25109986,974102,36007,Broome (0500000US36007)
0500000US08014,74112,,,BRO,85386685,1502572,1945881,8014,Broomfield (0500000US08014)
0500000US12011,1944375,,,BRO,3115343227,273469971,295753,12011,Broward (0500000US12011)
0500000US17009,6244,,,BRO,791828626,4144346,424206,17009,Brown (0500000US17009)
0500000US18013,15475,,,BRO,808043850,12025990,451684,18013,Brown (0500000US18013)
0500000US20013,9508,,,BRO,1478550074,3196147,484976,20013,Brown (0500000US20013)
0500000US27015,25912,,,BRO,1582765944,18533953,659453,27015,Brown (0500000US27015)
0500000US31017,2903,,,BRO,3163296263,9814399,835830,31017,Brown (0500000US31017)
0500000US39015,43676,,,BRO,1267911780,8879057,1074020,39015,Brown (0500000US39015)
0500000US46013,38301,,,BRO,4436728205,46414569,1265785,46013,Brown (0500000US46013)
0500000US48049,38095,,,BRO,2446120247,32375524,1383810,48049,Brown (0500000US48049)
0500000US55009,268740,,,BRO,1372931376,221810753,1581064,55009,Brown (0500000US55009)
0500000US46015,5247,,,BRU,2116594506,75770744,1265768,46015,Brule (0500000US46015)
0500000US37019,136693,,,BRU,2201703877,516599618,1026340,37019,Brunswick (0500000US37019)
0500000US51029,16824,,,BRU,1501215440,9911855,1501502,51029,Brunswick (0500000US51029)
0500000US13029,44738,,,BRY,1133284235,43751265,350496,13029,Bryan (0500000US13029)
0500000US40013,46067,,,BRY,2342004810,102054256,1101794,40013,Bryan (0500000US40013)
0500000US19019,20565,,,BUC,1479086713,5223043,465199,19019,Buchanan (0500000US19019)
0500000US29021,84793,,,BUC,1057361277,17942874,758465,29021,Buchanan (0500000US29021)
0500000US51031,55696,,,BUC,1303300984,8894442,1674917,51031,Buchanan (0500000US51031)
0500000US51033,30887,,,BUC,1365863858,24927342,1480107,51033,Buckingham (0500000US51033)
0500000US42017,646538,,,BUC,1565303838,45293815,1209173,42017,Bucks (0500000US42017)
0500000US19021,20823,,,BUE,1488981867,13798140,465200,19021,Buena Vista (0500000US19021)
0500000US51035,29155,,,BUE,1229582400,7586185,1480108,51035,Buena Vista (0500000US51035)
0500000US31019,50084,,,BUF,2507679099,18593333,835831,31019,Buffalo (0500000US31019)
0500000US46017,1948,,,BUF,1220933806,42362357,1265767,46017,Buffalo (0500000US46017)
0500000US55011,13317,,,BUF,1750290818,87549529,1581065,55011,Buffalo (0500000US55011)
0500000US21029,82217,,,BUL,769361418,8320138,516861,21029,Bullitt (0500000US21029)
0500000US13031,81099,,,BUL,1750735217,32827779,350302,13031,Bulloch (0500000US13031)
0500000US01011,10357,,,BUL,1613083467,6030667,161531,1011,Bullock (0500000US01011)
0500000US37021,269452,,,BUN,1700318978,8942802,1008538,37021,Buncombe (0500000US37021)
0500000US17011,33244,,,BUR,2250884554,11523914,424207,17011,Bureau (0500000US17011)
0500000US13033,24596,,,BUR,2142023426,20571289,347944,13033,Burke (0500000US13033)
0500000US37023,87570,,,BUR,1311146879,20719897,1008539,37023,Burke (0500000US37023)
0500000US38013,2201,,,BUR,2858360401,65734594,1034235,38013,Burke (0500000US38013)
0500000US38015,98458,,,BUR,4228659157,92691317,1035614,38015,Burleigh (0500000US38015)
0500000US48051,17642,,,BUR,1707015709,46043236,1383811,48051,Burleson (0500000US48051)
0500000US34005,461860,,,BUR,2070137466,54133685,882272,34005,Burlington (0500000US34005)
